Year,Round,Paper,Score,Rank,Category,Offers
2024,Round 4,CS,701,922,OBC,"IIT ROPAR CSE, IIT BOMBAY SSD"
2024,Round 4,CS,700,941,OBC,IIT BHUBNESWAR(ROUND 3)
2024,Round 4,CS,698,957,OBC,"IIT Gandhinagar AI, IIT Dhanbad CSE"
2024,Round 4,CS,697,971,OBC,IIT KGP AI (retained from R3)
2024,Round 4,CS,697,971,OBC,"Patna cse, Dhanbad cse"
2024,Round 4,CS,690,1015,OBC,IIT Kharagpur SEA
2024,Round 4,CS,690,1015,OBC,IIT mandi mtech cse
2024,Round 4,CS,689,1043,OBC,"Ism cse, Iit patna cse, Iit bbs cse"
2024,Round 4,CS,682,1131,EWS,"MS Bombay CSE, IIT Dhanbad CSE, IIT Dhanbad DA, IIT Ropar AI, IIT Goa CSE, IIT Mandi CSE"
2024,Round 4,CS,679,1150,GEN,"IIT Palakkad MTech Computing and Mathematics, IIT Jammu MTech CSE"
2024,Round 4,CS,679,1150,OBC,"IIT Dhanbad CSE ta, IIT patna AI, IIT ropar AI, Nill"
2024,Round 4,CS,679,1150,OBC,IIT ROPAR AI
2024,Round 4,CS,676,1196,GEN,IIT jodhpur Cyber Physical Systems
2024,Round 4,CS,672,1247,GEN,IIT Jammu CSE TA
2024,Round 4,CS,672,1247,GEN,"IIT Jammu, IIT Jodhpur ARVR"
2024,Round 4,CS,671,1276,EWS,"Iit dharwad cse, Iit dharwad cse , Iit bhilai cse, Iit Patna AI"
2024,Round 4,CS,661,1406,GEN,IIT Jammu (retained from round 3)
2024,Round 4,CS,661,1406,OBC,"IIT Goa cse, IIT palakkad ds(r3), IIT Tirupati cse"
2024,Round 4,CS,657,1433,GEN,IIT Delhi telecommunication technology management
2024,Round 4,CS,657,1460,GEN,IIT DHARWAD
2024,Round 4,CS,650,1520,EWS,"IIT dharwad CSE, IIT bhilai CSE, IIT jammu CSE, IIT patna MNC"
2024,Round 4,CS,650,1561,GEN,IIT Patna MNC (Retained from Round 3)
2024,Round 4,CS,643,1653,EWS,IIT Jammu
2024,Round 4,CS,639,1709,EWS,"Iit jammu 2 year mtech , Iit jammu 3 year mtech (from 2&3rd round)"
2024,Round 4,CS,635,1771,OBC,IIT JAMMU - Mtech - CSE
2024,Round 4,CS,632,1856,SC,"IIT KGP CSE(Retained from R3), IIT Madras CSE HTTA"
2024,Round 4,CS,628,1911,GEN,IIT Patna MNC
2024,Round 4,CS,628,1883,OBC,Iit jodhpur robotics
2024,Round 4,CS,617,2140,OBC,"IITPATNA MnC , IIT Jammu CSE 2year , IIT Bhilai DSAI"
2024,Round 4,CS,613,2174,OBC,IIT Patna Mathematics & Computing
2024,Round 4,CS,610,2276,OBC,"IIT Patna MnC TA, IIT Jammu CSE TA, IIT Jammu CSE(3 year program), IIT Jodhpur CPS Retain from 2nd round"
2024,Round 4,CS,610,2248,SC,"IITK CSE, IITKGP CSE, IITD CSE , IITR"
2024,Round 4,CS,606,51.07,SC,"IIT Delhi MINDS (retained from round 3), IIT Delhi CSE , IIT Kharagpur CSE , IIT Roorkee AI"
2024,Round 4,CS,595,2534,OBC,IIT Dharwad Mtech CSE TA
2024,Round 4,CS,577,2963,OBC,IIT Indore CSE (MS Reserch)
2024,Round 4,CS,561,3445,SC,IIT DELHI Computer Technology ( From 3rd round )
2024,Round 4,CS,541,3998,SC,"IIT ISM Dhanbad CSE (Retained), IIT Bhubaneswar CSE"
2024,Round 4,CS,536,2256,OBC,IIT Indore MS(Research)
2024,Round 4,CS,211,22000,GEN,"No, No"
2024,Round 4,DA,767,114,EWS,"IIT Madras DSAI Htta (from round 2), IIT Roorkee DS"
2024,Round 4,DA,762,124,OBC,"IIT Madras DSAI HTTA, IIT Delhi MINDS TA"
2024,Round 4,DA,748,142,GEN,"IIT ISM Dhanbad CSE, IIT KGP ORDA"
2024,Round 4,DA,716,234,GEN,IIT Delhi Robotics Retained from round 2
2024,Round 4,DA,712,253,GEN,"IIT Delhi Robotics(Retained from R-2), IIT Bhubaneswar AI, IIT Goa CSE"
2024,Round 4,DA,588,997,OBC,IIT bhilai DSAI
2024,Round 5,CS,863,102,GEN,IIT Madras CSE TA
2024,Round 5,CS,855,112,GEN,IIT Madras CS HTTA
2024,Round 5,CS,811,236,GEN,"IIT kanpur (retained from round 2), IIT Hyderabad CSE , IIT Hyderabad NIS, IIT Guwahati Data science"
2024,Round 5,CS,809,246,GEN,"IIT KGP CSE, IIT H CSE, IIT H NIS"
2024,Round 5,CS,808,253,GEN,IIT Guwahati CS(Retained from Round 3)
2024,Round 5,CS,806,160,OBC,"IIT Bombay TA, IITM (retained from round 3)"
2024,Round 5,CS,805,260,GEN,IIT KGP CSE
2024,Round 5,CS,805,260,GEN,IIT Guwahati CSE
2024,Round 5,CS,804,267,GEN,"Iit kgp cse(retained form rnd 4 ), Iit roorke cse, Iit madras biomedical"
2024,Round 5,CS,804,267,GEN,"IIT KGP, IIT Roorkee"
2024,Round 5,CS,797,300,EWS,IITK CS
2024,Round 5,CS,789,325,GEN,"IITG CSE(retained), IITKGP CSE, IITR AI"
2024,Round 5,CS,784,349,EWS,"IIT kanpur cse, IIT roorkee DS , IIT hyd NSE"
2024,Round 5,CS,784,349,GEN,"IIT Guwahati M tech cse TA, IIT Kharagpur cse TA"
2024,Round 5,CS,784,349,GEN,"MTech CSE IITG, MTech CSE IITKGP"
2024,Round 5,CS,782,359,GEN,IIT Guwahati cse TA
2024,Round 5,CS,780,365,GEN,"IIT GUWAHATI CSE, IIT KGP Embedded system and control, IIT GANDHINAGAR CSE"
2024,Round 5,CS,778,370,GEN,IIT-D Computer Technology
2024,Round 5,CS,778,370,GEN,"Iit bhu ai(retained from round 3), Iit guahati robotics and ai"
2024,Round 5,CS,776,379,EWS,"IIT KGP , IIT Roorkie CSE, IIT G Data science"
2024,Round 5,CS,775,385,EWS,"IIT kgp mtech cs(retained from round 4), IIT roorkie mtech ai"
2024,Round 5,CS,769,411,GEN,IIT DELHI CYBERSECURITY
2024,Round 5,CS,762,458,EWS,IIT G M.Tech CSE
2024,Round 5,CS,762,458,OBC,"IIT Kanpur (retained from round 3), IIT Hyderabad"
2024,Round 5,CS,760,468,EWS,"IIT GUWAHATI MTECH IN CSE, IIT GUWAHATI MTECH IN ROBOTICS AND AI"
2024,Round 5,CS,760,468,GEN,"IIT D Ctech, IIT H Smart Mobility , IIT Roorkee MnC"
2024,Round 5,CS,758,482,GEN,"IIT BHU CSE-AI (Retained from round 3), IIT KGP Embedded Systems, IIT Roorkee Mathematics and Scientific Computing"
2024,Round 5,CS,758,482,GEN,"Iit delhi computer technology , Iit bhu Ai, Iit Bhu IOT"
2024,Round 5,CS,756,494,GEN,"iit delhi hva cse(retained from round 3), iit gandhinagar ai , iit kgp embedded systems , iit bhi ai"
2024,Round 5,CS,756,494,OBC,IIT kanpur(Retained from R3)
2024,Round 5,CS,756,494,OBC,IIT Kanpur CS TA(R3 Retained)
2024,Round 5,CS,755,509,EWS,"IIT Bombay control and computing , IIT Delhi ctech (retain round 4)"
2024,Round 5,CS,753,515,OBC,"iit r, iit r"
2024,Round 5,CS,751,531,OBC,"IIT Roorkee CS, IIT Kanpur CS (From R4)"
2024,Round 5,CS,749,544,GEN,IIT BHU Computer Science & Engineering-IOT
2024,Round 5,CS,749,544,OBC,"IIT Kanpur CSE, IIT Kgp CSE, IIT Roorkee CSE"
2024,Round 5,CS,747,554,EWS,IIT Delhi Computer technology
2024,Round 5,CS,745,565,GEN,IIT KGP Industrial engineering and management
2024,Round 5,CS,745,565,OBC,"IIT Kanpur CSE(TA), IIT Guwahati DS, IIT Rorkee DS, IIT Kharagpur CSE(Retain from round 4)"
2024,Round 5,CS,742,593,OBC,"IIT KGP CSE, IIT Roorkee AI"
2024,Round 5,CS,738,618,EWS,"IIT BHU -AI, IIT GANDHINAGAR CSE"
2024,Round 5,CS,738,618,GEN,Iit bhubaneswar (retained)
2024,Round 5,CS,738,618,GEN,IIT Ropar CSE TA (Retained from last round)
2024,Round 5,CS,736,629,EWS,"IIT BHU IOT, IIT R MNC (retained from R4)"
2024,Round 5,CS,736,629,OBC,"IIT G, IIT Kgp"
2024,Round 5,CS,736,629,OBC,"IIT G AI, IIT G CSE, IIT KGP CSE"
2024,Round 5,CS,734,645,OBC,"IIT kgp, IIT Guwahati"
2024,Round 5,CS,734,645,OBC,IIT-G
2024,Round 5,CS,734,645,OBC,"IIT KGP CSE TA, IIT G CSE TA"
2024,Round 5,CS,733,665,OBC,"IIT Kgp CSE, IIT Guwahati CSE"
2024,Round 5,CS,731,677,EWS,IIT Dhanbad (applied as general) (rejected)
2024,Round 5,CS,731,677,GEN,"IIT DHANBAD CSE, IIT BHUVNESHWAR CSE"
2024,Round 5,CS,731,677,OBC,"IIT Guwahati CSE , IIT BHU CSE(AI), IIT Gandhinagar CSE(retained from r4)"
2024,Round 5,CS,726,722,OBC,"IIT H Smart Mobility, IIT D Ctech (Retained from round 4)"
2024,Round 5,CS,723,733,GEN,IIT Patna retained from round 4
2024,Round 5,CS,723,733,OBC,"IIT BHU Ai, IIT BHU IOT"
2024,Round 5,CS,722,749,GEN,IIT KGP safety engineering and analytics
2024,Round 5,CS,720,757,OBC,"IIT KGP ORDA, IIT GANDHINAGAR CSE"
2024,Round 5,CS,718,776,EWS,IIT Bhubaneswar CSE(rejected)
2024,Round 5,CS,718,776,GEN,"IIT Patna CSE, IIT Bhubaneswar AI"
2024,Round 5,CS,718,776,OBC,"BHU-IOT [CSE], IIT GANDHINAGAR CSE"
2024,Round 5,CS,716,793,OBC,"Operations Research and Data Analytics IIT Kharagpur, Applied Mathematics and Scientific Computing IIT Roorkee"
2024,Round 5,CS,716,793,OBC,IIT Roorke Applied Mathematics and scientific computing
2024,Round 5,CS,715,810,OBC,IIT BHU iot
2024,Round 5,CS,712,820,GEN,IIT ropar AI
2024,Round 5,CS,712,820,GEN,"IIT PATNA AI, IIT ROPAR AI"
2024,Round 5,CS,712,820,OBC,"IIT Delhi CTech (retained), IIT Kgp ORDA, IIT Gandhi Nagar CSE"
2024,Round 5,CS,712,820,OBC,IIT Gandhinagar CSE TA
2024,Round 5,CS,711,847,OBC,IIT R M.Tech. Applied Mathematics and Scientific Computing
2024,Round 5,CS,709,863,OBC,IIT Delhi CT
2024,Round 5,CS,709,863,OBC,"IITB MS TA (CSE), IITD -CTech, IITD cyber security , IIT kgp Embedded control and software"
2024,Round 5,CS,708,882,OBC,"IIT Gandhinagar AI , IIT Ropar AI"
2024,Round 5,CS,705,897,GEN,"IIT Tirupati CSE (Round 4 Retain), IIT Patna AI"
2024,Round 5,CS,700,941,OBC,"IIT BHUBANESWAR CS , NIL"
2024,Round 5,CS,698,957,OBC,IIT Gandhinagar AI(Retained from Round 4)
2024,Round 5,CS,697,971,OBC,IIT Dhanbad
2024,Round 5,CS,694,986,GEN,IIT BOMBAY GNR TA
2024,Round 5,CS,690,1015,OBC,"IIT mandi CSE, IIT Jodhpur AI"
2024,Round 5,CS,689,1043,OBC,IIT Bhubaneswar
2024,Round 5,CS,682,1131,EWS,"IIT PATNA (retain from round 3), IIT ISM DHANBAD DA, IIT ISM DHANBAD CSE"
2024,Round 5,CS,682,1131,EWS,"MS Bombay (Retained R-3), IIT BBS AI"
2024,Round 5,CS,679,1150,GEN,"IIT Kanpur UAS(Autonomy), IIT KGP Quality & Reliability, IIT Jammu CSE(2 years)"
2024,Round 5,CS,679,1150,OBC,"IIT ISM Dhanbad CSE, IIT Patna CSE, IIT Ropar AI (retained from round 4), IIT Ropar CSE"
2024,Round 5,CS,679,1150,OBC,"IIT Dhanbad CSE(retained from 4rth), IIT ropar CSE, IIT Mandi CSE"
2024,Round 5,CS,677,677,OBC,"IIT Guwahati CSE, IIT Indore CSE( retained in R4 )"
2024,Round 5,CS,672,1247,GEN,IIT Bhillai CSE
2024,Round 5,CS,672,1247,OBC,"IIT ISM DHANBAD , IIT tirupati(retained)"
2024,Round 5,CS,671,1276,GEN,"IIT DHARWAD , IIT JAMMU , IIT BHILAI"
2024,Round 5,CS,668,1316,OBC,IIT ISM Dhanbad CSE
2024,Round 5,CS,668,1316,OBC,"ISM IIT Dhanbad CSE, IIT Bhubaneswar AI, IIT Ropar AI"
2024,Round 5,CS,665,1337,OBC,IIT Ropar AI
2024,Round 5,CS,661,1406,GEN,IIT Jammu (from round 3)
2024,Round 5,CS,661,1406,OBC,IIT Tirupati (round 4)
2024,Round 5,CS,657,1433,GEN,"IIT Bombay education technology TA, IIT Delhi telecommunication technology management"
2024,Round 5,CS,654,1478,GEN,IIT Jammu MTech CSE 3 year
2024,Round 5,CS,653,1509,GEN,IIT Palakkad Mathematics and Computing
2024,Round 5,CS,650,1561,GEN,"IIT Patna MNC (retained from Round 3), IIT Palakkad MNC"
2024,Round 5,CS,646,1623,OBC,"IIT Bhilai CSE, `IIT Patna AI"
2024,Round 5,CS,632,1823,GEN,IIT Dharwad Mtech TA
2024,Round 5,CS,632,1832,GEN,IIT Dharwad CSE
2024,Round 5,CS,628,1883,OBC,Iit jodhpur robotic (from 3rd round)
2024,Round 5,CS,624,1937,EWS,IIT JODHPUR SIOT
2024,Round 5,CS,617,2100,EWS,IIT Dharwad CSE-(TA)
2024,Round 5,CS,617,2140,OBC,IIT Jammu cse TA 2 year
2024,Round 5,CS,613,2174,OBC,"IIT Patna Mathematics & Computing , IIT Delhi Control & Automation"
2024,Round 5,CS,610,2276,OBC,IIT JAMMU CSE
2024,Round 5,CS,590,2681,OBC,IIT Dharwad CSE TA
2024,Round 5,CS,584,2827,OBC,Iit bhilai Al
2024,Round 5,CS,566,3267,OBC,IIT Jodhpur Mtech AR-VR
2024,Round 5,CS,541,3998,SC,"IIT ISM Dhanbad CSE (Retained), IIT Mandi CSE"
2024,Round 5,CS,536,2262,OBC,"IIT Indore CSE TA(MS Research), IIT Indore CSE TA(MS Research)"
2024,Round 5,CS,512,5017,SC,IIT Gandhinagar AI
2024,Round 5,CS,469,7795,SC,"IIT Jammu CSE, IIT KGP Medical imaging & informatics"
2024,Round 5,CS,411,11166,ST,IIT ISM Dhanbad CSE
2024,Round 5,DA,767,114,GEN,"IIT gandhinagar ai , IIT gandhinagar cse, IIT Delhi cyber security"
2024,Round 5,DA,748,142,GEN,"IIT ISM Dhanbad DA, IIT KGP ORDA, IIT BHU IOT"
2024,Round 5,DA,656,488,OBC,IIT Patna AI
2024,Round 5,DA,652,524,EWS,"IIT kanpur signal processing , IIT Palakkad data science , IIT Bhilai cse"
2024,Round 5,DA,624,686,OBC,IIT JAMMU cse 2yrs
2024,Round 5,DA,624,686,OBC,Iit Jammu cse 2 yrs
2024,Round 5,DA,537,1588,SC,"IIT Ropar Artificial intelligence TA IIT Patna CSE TA, IIT Ropar Artificial Intelligence TA IIT Delhi Cyber Security TA, IIT ISM Dhanbad CSE TA IIT Delhi Cyber security TA, IIT Ropar CSE TA IIT Gandhinagar Artificial Intelligence TA IIT Delhi Cyber security TA"
2024,Round 6,CS,833,166,GEN,"IIT Madras Industrial Maths, IIT Madras Industrial Maths (Retained), IIT Bombay CSE MTech RA, IIT Bombay CSE MTech RA (Retained), IIT Bombay CSE MTech RA (Retained), IIT Delhi CSE"
2024,Round 6,CS,780,361,GEN,"IIT Guwahati Cse, IIT Delhi cyber security"
2024,Round 6,CS,780,365,GEN,"IIT G DATA SCIENCE, IIT H CSE, IIT H NETWORK AND INFORMATION SECURITY, IIT R CSE, IIT KGP CSE"
2024,Round 6,CS,778,370,GEN,"IIT kgp cse, IIT GUAHATI CSE, IIT ROORKEE CSE, IIT HYDRABAD CSE"
2024,Round 6,CS,778,370,GEN,"IIT Kgp CSE, IIT Hyderabad CSE"
2024,Round 6,CS,775,385,GEN,"IIT G CSE (Accepted), IIT R AI"
2024,Round 6,CS,773,394,GEN,"IIT Guwahati CSE, IIT Guwahati AI, IIT Roorkee AI, IIT Jodhpur AI"
2024,Round 6,CS,751,531,EWS,"IIT KGP CSE, IIT GUWAHATI DATASCIENCE, IIT ROORKEE CSE, IIT GUWAHATI ROBOTICS, IIT HYDERABAD NIS"
2024,Round 6,CS,751,531,GEN,"IIT Delhi CTECH, IIT Roorkee Applied Math & Scientific computing"
2024,Round 6,CS,749,544,GEN,"IIT Delhi Cyber security TA, IIT Jodhpur TA"
2024,Round 6,CS,749,544,GEN,"IIT-BHU Computer Science & Engineering-AI, IIT Roorkee M.Tech. Applied Mathematics and Scientific Computing"
2024,Round 6,CS,749,544,GEN,IITD Cybersecurity
2024,Round 6,CS,736,629,GEN,IIT Roorkee Applied Mathematics and Scientific Computing.
2024,Round 6,CS,736,629,EWS,IIT BHU CSE AI
2024,Round 6,CS,734,645,OBC,"IIT Madras CSE, IIT Hyderabad CSE, IIT Hyderabad AI, IIT Hyderabad NIS, IIT Guwahati Data Science , IIT Roorkee AI"
2024,Round 6,CS,726,722,OBC,"IIT G CSE, IIT KGP CSE, IIT R CSE, IIT G DS, IIT G Robotics and AI"
2024,Round 6,CS,726,722,OBC,"IIT GUWAHATI CSE , IIT ROORKEE CSE , IIT KGP CSE"
2024,Round 6,CS,723,733,GEN,"IIT ISM Dhanbad, IIT Bhubaneswar"
2024,Round 6,CS,723,733,OBC,"IIT G CSE, IIT R CSE, IIT KGP CSE"
2024,Round 6,CS,723,733,OBC,"IIT KGP CSE, IIT ROORKEE CSE"
2024,Round 6,CS,723,733,OBC,"IIT KGP CSE, IIT G Robotics&AI"
2024,Round 6,CS,722,749,GEN,IIT KGP industrial Engineering and Management
2024,Round 6,CS,720,757,OBC,IIT Roorkee AI
2024,Round 6,CS,720,757,GEN,"IIT ISM Dhanbad CSE TA, IIT Bhubaneshwar CSE TA"
2024,Round 6,CS,716,793,OBC,IIT Guwahati AI
2024,Round 6,CS,715,810,OBC,IIT Indore Cse
2024,Round 6,CS,709,405,EWS,IIT indore cse
2024,Round 6,CS,709,863,OBC,"IIT BHU -IOT, IIT R - applied maths and scientific computing , IIT H - smart mobility , IIT kgp - ORDA"
2024,Round 6,CS,709,863,EWS,"IIT PATNA CSE, IIT BBS CSE, IITR APPLIED MATHEMATICS , IIT KGP E&S"
2024,Round 6,CS,705,897,GEN,"IIT Patna CSE, IIT Ropar AI"
2024,Round 6,CS,705,897,GEN,IIT ROPAR AI
2024,Round 6,CS,704,911,OBC,IIT Roorke AMSC
2024,Round 6,CS,701,922,OBC,"Delhi Cybersecurity, Delhi C.Tech, Roorkee AMSC, KGP SEA"
2024,Round 6,CS,700,941,GEN,"Iit patna cse, Iit ropar AI"
2024,Round 6,CS,698,957,GEN,IIT Bhubneswar AI TA
2024,Round 6,CS,698,957,OBC,IIT Gandhinagar CSE
2024,Round 6,CS,686,1085,GEN,IIT Kharagpur Biomedical Engineering
2024,Round 6,CS,679,1150,OBC,"IIT KGP SEA, IIT Dhanbad DA, IIT patna CSE"
2024,Round 6,CS,679,1150,GEN,IIT Palakkad MTech Data Science
2024,Round 6,CS,675,1219,EWS,IIT DHANBAD MTECH CSE
2024,Round 6,CS,672,1247,GEN,IIT Jodhpur - ARVR
2024,Round 6,CS,668,1316,OBC,"IIT Mandi M.Tech CSE, IIT Ropar M.Tech CSE"
2024,Round 6,CS,661,1406,GEN,IIT Jodhpur AR VR
2024,Round 6,CS,661,1380,OBC,IIT ROPAR CSE
2024,Round 6,CS,661,1406,OBC,"IIT Ropar AI, IIT Bhubaneswar AI, IIT Bhilai DS"
2024,Round 6,CS,657,1300,OBC,Iit guwahati
2024,Round 6,CS,654,1478,GEN,IIT Jammu ( CSE)
2024,Round 6,CS,650,1532,GEN,IIT KGP Reliability Engg.
2024,Round 6,CS,650,1561,GEN,IIT Bhilai CSE
2024,Round 6,CS,643,1653,OBC,IIT ropar AI
2024,Round 6,CS,635,1771,OBC,IIT TIRUPATI
2024,Round 6,CS,632,1856,OBC,IIT Bombay SC
2024,Round 6,CS,628,1911,GEN,IIT Dharwad CSE TA
2024,Round 6,CS,624,1937,EWS,"IIT JAMMU CSE (2YRS), IIT JAMMU CSE (3YRS)"
2024,Round 6,CS,624,1985,OBC,"IIT Palakkad Mathematics and Computing , IIT Bhilai CSE"
2024,Round 6,CS,624,1985,GEN,IIT Dharwad CSE TA
2024,Round 6,CS,617,2140,OBC,"IIT Bhilai CSE, IIT Kharagpur QRE"
2024,Round 6,CS,613,2174,OBC,IIT Kgp Quality and Reliability Engineering
2024,Round 6,CS,581,2875,OBC,"IIT JAMMU TA , IIT JAMMU TA 3yrs"
2024,Round 6,CS,577,1594,OBC,IIT Jammu
2024,Round 6,CS,568,2590,GEN,"Iit, No , No, No, No, No, No, No"
2024,Round 6,CS,566,3200,OBC,IIT Patna MNC
2024,Round 6,CS,562,3395,SC,"IIT Guwahati CSE, IIT Guwahati DS, IIT Roorkee CSE, IIT Kharagpur CSE"
2024,Round 6,CS,556,3534,OBC,IIT bhilai dsai
2024,Round 6,CS,555,3596,OBC,Iit jodhpur sensor and iot
2024,Round 6,CS,541,3998,SC,"IIT Guwahati CSE, IIT Kharagpur CSE"
2024,Round 6,CS,540,4067,SC,"IIT Kharagpur CSE, IIT Guwahati CSE"
2024,Round 6,CS,512,5012,EWS,IIT Jodhpur Cyber Physical System TA
2024,Round 6,CS,448,8294,ST,IITD Ctech
2024,Round 6,DA,753,137,GEN,"IIT Kharagpur AI, IIT Ropar DS"
2024,Round 6,DA,748,142,GEN,IIT madras Clinical Engineering
2024,Round 6,DA,693,316,OBC,"IIT Roorkee AI TA, IIT GANDHINAGAR CSE TA"
2024,Round 6,DA,588,997,EWS,IIT Bhilai DSAI
2024,Round 6,DA,574,1134,OBC,IIT JAMMU MTECH CSE (3 YEARS)
2024,Round 7,CS,"2,963",2963,OBC,"IIT Bhilai DSAI, IIT Jammu Mtech CSE (2 years), IIT Jammu Mtech CSE (3 years)"
2024,Round 7,CS,773,394,GEN,IIT Hyderabad CSE TA
2024,Round 7,CS,769,411,GEN,"IIT Guwahati CSE Mtech, IIT Hyderabad CSE Mtech, IIT Hyderabad Network & Security Mtech"
2024,Round 7,CS,767,422,GEN,IIT-HYDERABAD (CSE)
2024,Round 7,CS,765,439,GEN,IIT Roorkee cse ta
2024,Round 7,CS,765,439,GEN,IIT Hyderabad CSE TA
2024,Round 7,CS,760,468,GEN,IIT Roorkee CSE
2024,Round 7,CS,749,544,GEN,IIT Kharagpur Operations and Data Analytics
2024,Round 7,CS,748,540,GEN,"IITD cyber security, IIT gandhinagar cse, iit indore cse"
2024,Round 7,CS,747,554,GEN,"IIT Delhi CTech, IIT BHU IOT"
2024,Round 7,CS,742,593,EWS,IIT KGP CSE
2024,Round 7,CS,738,618,EWS,"IIT GUWAHATI ROBOTICS AND AI, IIT KHARAGPUR MTECH CSE, IIT ROORKEE AI"
2024,Round 7,CS,738,618,GEN,"Iit bhu iot, Iit gandhinagar cse"
2024,Round 7,CS,736,629,EWS,"IIT KGP CSE, IIT R AI"
2024,Round 7,CS,736,629,EWS,IIT kgp cse TA
2024,Round 7,CS,736,629,GEN,IIT Gandhinagar CSE
2024,Round 7,CS,726,722,OBC,"IIT HYDERABAD CSE, IIT HYDERABAD NIS, IIT DELHI CSE TA , IIT MADRAS CSE TA"
2024,Round 7,CS,723,733,OBC,"IIT G CSE, IIT G DS, IIT H CSE , IIT H NIS , IIT H AI , IIT D CSE"
2024,Round 7,CS,722,749,GEN,"IIT ROORKEE applied mathematics and scientific computing , IIT DELHI CYBERSECURITY"
2024,Round 7,CS,720,757,OBC,"IIT KHARAGPUR , IIT GUWAHATI , IIT ROORKEE"
2024,Round 7,CS,720,757,OBC,"IITG CSE, IITG DS, IIT KGP CSE, IITR CS"
2024,Round 7,CS,716,793,OBC,IIT R
2024,Round 7,CS,716,793,OBC,"IIT Guwahati DS, IIT Roorkee AI"
2024,Round 7,CS,715,810,OBC,IIT Roorkee
2024,Round 7,CS,712,820,OBC,IIT Roorkee AI
2024,Round 7,CS,711,847,OBC,IIT INDORE
2024,Round 7,CS,711,847,OBC,"IIT Guwahati (Robotics and AI), IIT Roorkee (AI)"
2024,Round 7,CS,709,405,EWS,"IIT JODHPUR CSE, IIT Jodhpur AI"
2024,Round 7,CS,709,863,OBC,"IIT Ropar CSE, IITG - AI & robotics , IIT BHU - CSE(AI)"
2024,Round 7,CS,709,863,OBC,No Offer
2024,Round 7,CS,705,897,GEN,"IIT ISM Dhanbad CSE, IIT Mandi CSE, IIT Ropar CSE, IIT Kharagpur Medical Imaging and Informatics"
2024,Round 7,CS,705,897,GEN,"IIT Ropar CSE, IIT Ropar CSE"
2024,Round 7,CS,704,911,GEN,"IIT dhanbad, IIT ropar, IIT mandi"
2024,Round 7,CS,700,941,OBC,IIT BHU (IOT)
2024,Round 7,CS,698,957,GEN,IIT ROPAR AI TA
2024,Round 7,CS,698,957,OBC,IIT Delhi Cyber Security
2024,Round 7,CS,687,1064,GEN,"IIT ROPAR AI, IIT PATNA AI, IIT BHUBANESWAR AI"
2024,Round 7,CS,687,1064,OBC,"IIT gandhinagar cse ta, IITkgp operations research and data analytics , IITD computer technology"
2024,Round 7,CS,686,1085,GEN,"IIT Patna CSE, IIT Patna AI"
2024,Round 7,CS,683,1109,EWS,IIT KHARAGPUR Embedded Controls and Software
2024,Round 7,CS,679,1150,GEN,IIT Tirupati MTech CSE
2024,Round 7,CS,679,1150,OBC,"IIT gandhinagar CSE, IIT KGP IEM"
2024,Round 7,CS,676,1196,GEN,IIT KGP Biomedical Engg
2024,Round 7,CS,675,1219,GEN,IIT KGP SAFETY ENGINEERING
2024,Round 7,CS,668,1316,OBC,"IIT Hyderabad Smart Mobility, IIT Bhubaneswar CSE, IIT Kharagpur Safety Engineering and Analytics"
2024,Round 7,CS,664,1354,OBC,IIT ISM dhanbad CSE
2024,Round 7,CS,661,1380,OBC,IIT Kgp Safety engineering and analytics
2024,Round 7,CS,650,1561,OBC,"IIT Mandi CSE, IIT Ropar CSE"
2024,Round 7,CS,646,1623,OBC,IIT Ropar Mtech CSE
2024,Round 7,CS,646,1623,OBC,IIT Ropar CSE
2024,Round 7,CS,646,1623,OBC,IIT Ropar
2024,Round 7,CS,643,1653,OBC,IIT bhubaneswar AI
2024,Round 7,CS,638,618,GEN,"Iit bhu iot, Iit gandhinagar cse"
2024,Round 7,CS,635,1771,OBC,IIT GOA
2024,Round 7,CS,632,1823,GEN,IIT Jammu Mtech CSE 2yr
2024,Round 7,CS,628,1911,GEN,"IIT jammu 3 yr mtech cse, Iit palakkad computing and mathematics"
2024,Round 7,CS,624,1937,OBC,"IIT Bombay CSE RA Mtech 3 Year, IIT tirupati CSE"
2024,Round 7,CS,613,2208,GEN,IIT Dharwad
2024,Round 7,CS,613,2174,OBC,IIT Bhilai CSE
2024,Round 7,CS,599,2458,EWS,Iit jammu mtech cs
2024,Round 7,CS,577,2963,GEN,IIT Patna M&C
2024,Round 7,CS,577,2963,GEN,IIT PATNA MNC
2024,Round 7,CS,577,1594,OBC,IIT Dharwad MTech TA
2024,Round 7,CS,537,4127,SC,"IIT HYD Cse, IIT KGP Cse, IIT GUWAHATI Cse, IIT Roorkee Cse, IIT HYD Ai, IIT Guwahati DS, IIT HYD NIS"
2024,Round 7,CS,536,4201,SC,"IIT Guwahati CSE, IIT Guwahati DS, IIT kharagpur CSE, IIT Roorkee AI"
2024,Round 7,CS,519,4735,OBC,IIT Jodhpur IOT and Signals
2024,Round 7,CS,514,4951,OBC,ISM Dhanbad Industrial Engineering and Management
2024,Round 7,CS,512,5212,SC,"IITG ROBOTICS AND AI, ISM DA , IIT GHANDINAGAR Cse, IIT INDORE CSE , BHU AI"
2024,Round 7,CS,485,6226,SC,"IIT Patna CSE, IIT Ropar CSE, IIT Dhanbad CSE"
2024,Round 7,CS,407,11407,SC,Iit patna mnc
